UserId;NodeId;TimeSpent
1399;1354;2
1399;1399;40
1399;1354;5
1399;1399;38
1399;1399;0
1404;1334;5
1404;1399;18
1404;1399;1
1404;1399;44
1406;1399;58
1406;6063;9
1406;6069;76
1406;6063;0
1406;1399;1
1406;1354;12
1406;1399;18
1408;1334;18
1408;1354;48
1410;8016;28
1410;1334;36
1410;8016;21
1410;1394;26
1410;1942;2
1410;1394;3
1410;2082;17
1422;1334;8
1422;1354;32
1422;1380;14
1422;1399;23
1422;1380;1
1422;1380;3
1422;1399;10
1422;2077;57
1425;1354;30
1425;1354;32
1427;1334;38
1427;1354;49
1427;1354;0
1427;1354;0
1427;1334;0
1427;1331;1
1427;7568;69
1429;1334;12
1429;1354;32
1429;1354;8
1429;1399;0
1429;1354;9
1429;1399;6
1429;1354;0
1097;1331;3
1097;1942;7
1098;1331;1
1098;1334;16
1436;1354;20
1436;1334;0
1436;1354;18
1436;1334;16
1436;1354;7
1436;1380;0
1436;1354;7
1446;1334;16
1446;1354;91
1446;1334;18
1446;1354;29
1446;1399;158
1446;1354;71
1446;1399;5
1446;1354;7
1446;1399;209
1446;2077;23
1446;2077;17
1446;1399;15
1446;1354;14
1446;1399;0
1446;1354;130
1446;2082;68
1446;2082;0
1448;1399;6
1448;1399;13
1448;6063;3
1450;1354;80
1450;1399;13
1450;1354;3
1298;1354;42
1298;1399;93
1449;1354;63
1449;1399;14
1449;1354;8
1449;1399;42
1456;7545;34
1456;2030;36
1459;1354;50
1459;1399;0
1469;1473;69
1469;1426;10
1469;1354;25
1469;1399;21
1469;1354;14
1465;1354;33
1465;1354;4
1465;1354;82
1465;1399;61
1465;1354;72
1364;1399;78
1364;1354;6
1364;1354;27
1364;1380;272
1364;1354;4
1364;1354;70
1364;1399;90
1364;1354;9
1364;1399;43
1364;1354;21
1364;1399;8
1364;1354;3
1481;2082;3
1481;1354;37
1481;2082;0
1483;1426;13
1483;7568;25
1483;7554;50
1483;7568;0
1488;1399;17
1488;1354;6
1488;1354;358
1488;2030;3
1488;1354;5
1488;1354;3
1490;1354;13
1490;1354;18
1490;1354;30
1490;1399;17
1490;1399;1
1490;1399;2
1494;1354;35
1494;1334;0
1495;1354;6
1495;1399;0
1495;1354;47
1497;3378;11
1497;5826;0
1390;7568;5
1390;7554;29
910;1399;4
910;6063;13
910;1399;748
910;1354;11
910;1399;11
910;1354;0
1509;1426;19
1509;1384;0
1517;1331;7
1517;1380;2
1517;1422;199
1517;4860;3
1517;1334;11
1517;4860;3
1517;1422;166
1517;8016;26
1517;1380;6
1517;1399;11
1517;1380;3
1517;1380;3
1517;1399;6
1517;1380;2
1517;1334;10
1517;1422;96
1517;1399;35
1517;1380;3
1517;1354;4
1517;1399;6
1517;1354;14
1517;1399;7
1517;1354;2
1517;1399;5
1517;1354;3
1517;1399;6
1517;1354;4
1517;1399;39
1517;1380;12
1517;1399;28
1517;1380;20
1517;1399;21
1517;1380;6
1517;1399;6
1517;1380;15
1517;1380;4
1517;1399;5
1421;1334;1
1421;1399;7
1507;1334;1
1507;1380;57
1507;1354;52
1507;1399;27
1507;1399;53
1507;1380;77
1507;1399;12
1507;1380;6
1507;1399;70
1507;1334;2
1507;2077;20
1507;1334;57
1531;1354;30
1531;5906;36
1535;1354;18
1535;1399;0
1535;1354;0
1535;1334;3
1535;1354;28
1535;1334;0
1535;1354;62
1535;1334;4
1364;1354;10
1364;1380;59
1364;1399;17
1364;1380;17
1364;1399;8
1539;1354;28
1539;1399;2
1544;1354;11
1544;1399;15
1544;1354;0
1544;7568;0
1546;1334;8
1546;1426;13
1546;1334;0
1546;1331;0
1556;1354;15
1556;1399;18
1556;1354;1
1556;1334;0
1556;1354;14
1556;1399;44
1556;1354;0
1556;1334;0
1556;1331;0
1421;1334;2
1421;1354;0
1534;1354;9
1534;1354;6
1534;1354;51
1534;1380;3
1534;1380;0
1534;1399;20
1534;6063;0
1534;6069;8
1558;1334;48
1558;6870;51
1558;6869;0
1558;6870;0
1558;1334;10
1558;1334;44
1558;1334;10
1558;1334;15
1558;1331;4
1558;1334;2
1562;3374;13
1562;3374;0
1562;5500;15
1562;1473;44
1562;2030;49
1562;4245;15
1562;1334;15
1562;1354;95
1566;1354;18
1566;1399;4
1566;1354;14
1566;1399;4
1566;1354;3
1566;1354;9
1567;1354;19
1567;1354;123
1567;1354;108
1574;1334;13
1574;1354;34
1573;1399;10
1573;3400;117
1573;1354;32
1557;1334;301
1557;1334;1359
1575;1334;24
1575;1473;22
1575;2082;42
1575;1354;28
1568;1473;104
1568;1473;113
1568;1473;1695
1202;1334;3
1202;5906;12
1102;1331;2
1102;1334;16
1595;1354;43
1595;1399;41
1601;1334;43
1601;1354;27
1601;5906;61
1602;6069;37
1602;1354;44
1602;6069;0
1602;3376;0
1602;1334;34
1602;3612;3
1602;3612;6
1602;3374;2
1602;4020;2
1602;3374;0
1602;3612;4
1602;3376;7
1602;3915;16
1602;3612;4
1602;3378;24
1602;1354;12
1602;3376;2
1602;3915;7
1602;3378;6
1600;1332;389
1600;1422;22
1600;1343;27
1600;1359;27
1600;1343;1
1600;1409;36
1600;1343;2
1600;1416;12
1600;1343;2
1600;1332;3
1600;1344;38
1600;1343;2
1600;1413;20
1600;1343;10
1600;1341;4
1600;1417;69
1600;1342;22
1600;1360;5
1600;1375;7
1600;1386;34
1600;1362;43
1600;1364;5
1600;3764;0
1600;3760;0
1600;1364;3
1600;1412;14
1600;6397;10
1603;1334;2
1603;1354;44
1603;1399;26
1610;1334;4
1610;1426;2
1610;1354;40
497;1399;28
497;2077;13
1617;7568;74
1617;7555;169
1617;7553;49
1617;7555;15
1617;1354;40
1617;5906;27
1617;1399;53
1617;1354;10
1617;1399;28
1617;1354;33
1617;1354;49
1617;1399;25
1617;1354;39
1617;1399;41
1617;1354;49
1618;1354;86
1618;1399;26
1618;1354;127
1618;1422;12
1618;1335;2
1618;3374;7
1618;1422;177
1618;4860;3
1618;1426;4
1618;1354;8
1621;7568;201
1621;7555;338
1621;7554;220
1621;7545;52
1627;1336;1
1627;1334;9
1632;6397;1
1632;6397;9
1632;4245;43
1565;1399;6
1565;1399;4
1565;1399;14
1565;1399;9
1565;2077;9
1565;1399;12
1565;2077;5
1565;1399;35
1565;2077;8
1565;1406;123
1565;1406;1
1565;2077;13
1565;8016;24
1565;1354;17
1565;1399;12
1565;1354;11
1565;1399;10
1565;1354;6
1565;1399;2
1565;6063;0
1565;1399;29
1565;1399;940
1565;6069;105
1565;6069;105
1627;1334;0
1627;1336;6
1627;3760;14
1627;6397;0
1627;1336;49
1627;3761;3
1627;3761;1
1627;4245;10
1627;3761;4
1627;1336;6
1627;1361;7
1627;1411;7
1627;3865;2
1627;1361;3
1627;1386;2
1627;1364;5
1627;3760;4
1627;1347;16
1634;1354;14
1634;1399;6
1634;1380;10
1634;1399;0
1634;1426;0
1634;1354;3
1634;1399;824
1634;1354;2
1634;1380;2
1646;1334;1
1646;1426;9
1646;1354;4
1646;1399;5
1646;1354;32
1646;1354;16
1646;1380;14
1646;4238;2
1646;1399;20
1646;1380;24
1646;1354;3
1646;1399;24
1647;1354;18
1647;1399;28
1647;1354;1
1647;1354;3
1647;1399;15
1649;1331;2
1649;1331;6
1649;1332;7
1649;1422;13
1648;2077;45
1648;2077;2
1648;1406;164
1644;1334;17
1644;6869;0
1644;8016;3
1645;1334;57
1645;1354;0
1645;6063;0
1645;1354;55
1645;1399;35
1645;1354;8
1645;1399;12
1645;6069;69
966;1334;5
966;1354;40
966;1399;9
966;1354;0
966;1354;0
966;1399;0
966;1354;0
966;1334;0
1652;1942;12
1652;1336;3
1174;1354;29
1174;1354;25
1174;1354;6
1174;1354;40
1174;1354;22
1174;1399;15
1174;1399;748
1174;1354;337
1174;1354;8
1655;1354;19
1655;1399;45
1655;1354;0
1655;1399;74
1655;1399;589
1655;1399;1
1657;1334;6
1657;3378;45
1660;1334;23
1660;1334;11
1658;1334;11
1658;1354;6
1658;1334;5
1658;1354;19
1658;1399;5
1658;1354;1
1658;1354;24
1658;1399;9
1658;1354;133
1658;1354;2
1658;1354;14
1659;1354;102
1659;1334;1
1659;1354;10
1659;1399;197
1657;1334;3
1657;3378;2
1657;7785;62
1665;1354;29
1665;1354;41
1665;1399;34
1665;1354;25
1665;1354;4
1665;1354;6
1665;1426;8
1665;1354;27
1665;1426;7
1665;1354;6
1631;1334;18
1631;1354;46
1631;1399;1877
1631;1354;12
1631;1354;35
1631;1399;189
1631;1426;1
1631;1354;12
1631;1399;2629
1671;1354;24
1671;1399;15
1673;1399;8
1673;6063;0
1673;6069;0
