UserId;NodeId;TimeSpent
748;1354;69
748;1399;139
748;5844;398
748;1354;80
748;1399;30
748;1354;54
748;1354;20
748;1399;6
748;1354;26
748;1399;6
748;1354;23
748;1354;68
748;1399;20
748;1354;11
748;1399;60
748;1336;13
748;6397;15
801;1423;2
801;1354;0
801;1354;0
801;3913;20
801;1399;0
802;1354;43
802;1354;22
802;3408;92
802;5826;35
802;5860;30
802;3401;80
802;3648;27
800;1380;2
800;1380;15
800;1354;24
800;1399;21
800;1380;36
800;1399;11
800;1399;1
800;1399;21
800;1380;5
800;1399;17
800;1380;1
800;1399;100
800;1380;3
800;1399;37
800;1354;39
805;1354;3
805;1426;2
805;1354;15
805;1426;0
806;1334;3
806;1334;2
806;1354;89
776;1336;51
776;4066;33
776;4066;2
776;4066;47
776;1334;7
776;1336;3
776;6397;2
776;1336;208
776;4066;12
776;4066;23
810;1354;6
810;1399;9
811;1354;10
811;1354;41
811;1399;29
811;1354;45
811;1354;31
814;1336;1
814;6397;2
814;6397;3
814;7461;3
814;6397;0
814;1336;0
814;1422;0
814;1331;3
814;1332;43
629;1354;30
629;1354;171
816;1426;29
816;1354;0
816;1354;4
816;5906;23
816;1399;17
815;1354;304
815;1354;44
815;1354;20
815;1354;23
820;1354;3
820;1354;20
820;1354;13
820;1354;34
820;1354;31
820;1354;42
820;1354;20
820;1399;22
820;1354;121
820;1399;11
821;1334;9
821;7568;64
821;1354;17
821;1399;2
821;1354;41
821;1399;27
821;1354;22
821;1399;21
821;1354;6
821;1399;83
823;1334;1
823;1354;10
823;1399;123
630;1354;31
630;1354;38
630;1354;38
630;1399;18
830;1334;0
830;1354;13
830;1399;12
830;1354;11
830;1334;0
819;1354;50
819;1399;51
819;6063;0
819;6069;67
819;6071;32
819;6069;0
819;6063;0
819;1399;0
819;1354;6
819;1380;16
819;1334;0
819;6063;3
819;1399;0
819;1354;0
819;6069;19
819;1380;54
819;1354;15
819;1354;464
819;1334;0
834;1334;18
834;1426;6
834;1354;16
834;1354;4
834;1354;14
834;1334;1
834;7568;6
834;7553;5
834;7568;0
834;7554;84
834;1334;15
834;1354;10
834;1354;9
836;3401;51
836;3408;105
836;1354;22
836;5906;71
836;1473;21
836;1399;19
838;1332;94
838;1354;29
838;1399;21
838;1354;25
838;1354;31
838;1354;32
838;1354;43
838;1354;51
838;1399;18
838;1354;1
838;1399;11
838;1354;2
838;1354;0
838;1332;17
838;2030;24
838;7733;119
838;2030;22
838;1380;51
838;3846;62
838;6397;6
838;3846;0
838;1380;0
838;1332;0
838;3368;0
838;1334;2
838;7568;23
838;7545;27
838;7568;1
838;7553;51
838;7555;67
838;7553;1
838;7568;1
838;1334;0
843;1334;1
843;1354;2
843;1399;8
851;1354;62
851;1399;1217
851;1354;25
856;1354;41
856;1399;22
859;3612;8
859;3727;12
859;3612;9
859;1354;41
859;5906;32
859;1399;133
859;3612;4
859;1399;4
859;1354;0
859;1354;41
859;1354;19
859;1354;19
859;3368;16
864;1354;78
864;1399;13
864;1354;1
867;1334;13
867;1354;98
867;1399;175
867;7785;65
867;1354;92
867;1354;25
867;1399;9
867;6063;3
867;6069;72
867;1354;175
867;1354;0
868;1334;4
868;1354;72
868;1399;103
868;3612;17
871;1354;11
871;1334;3
871;1354;8
871;1399;17
871;1354;1
871;1399;11
871;1354;1
871;1399;17
871;1354;1
871;1399;11
871;1354;3
871;1399;6
871;1354;1
872;1331;2
872;1334;7
872;1354;97
872;1399;15
872;1334;3
872;1354;80
843;1423;3
843;1942;11
881;6397;9
881;1336;8
881;3763;14
885;7568;0
885;1334;0
890;1334;7
890;7568;13
890;7545;31
894;1426;0
894;1354;40
894;1399;29
894;1354;22
894;1354;16
894;1399;5
894;1354;6
894;1354;4
894;1354;3
894;1354;6
894;1354;5
894;1354;0
894;1354;14
897;1399;29
897;1473;83
897;2082;16
899;1354;22
899;1399;10
308;1331;3
308;1942;8
309;1331;2
309;1334;16
311;1331;4
311;1942;6
901;1354;1
901;4632;6
901;1354;3
901;1426;0
901;1354;21
898;1331;1
898;1334;39
898;1422;1072
915;1334;3
915;1354;6
915;1334;22
915;1354;15
910;1334;22
910;7568;4
910;1334;0
910;6063;0
605;1354;9
605;1354;36
605;6063;4
605;5906;67
923;1336;33
923;4066;10
923;1331;1
923;1334;93
923;1354;59
925;1399;22
925;6050;0
930;1399;19
930;1354;6
930;1354;28
307;1354;7
307;1334;1
332;1334;13
332;1426;14
332;1354;13
332;1399;41
332;1426;18
332;1354;43
940;6434;18
940;6439;13
940;6439;10
940;7033;20
940;7150;9
940;6437;14
940;6445;9
940;6437;0
940;7150;0
940;7033;0
940;6439;0
940;6397;0
941;1354;25
941;1426;14
903;7568;99
903;1354;25
903;1399;8
903;1399;11
903;1399;698
903;1399;27630
903;1354;17
903;1399;48
903;6063;2
903;6069;29
903;6063;13
903;1399;13
903;1426;35
927;1354;8
927;1354;95
927;1399;30
927;1399;491
947;1334;2
947;1354;5
947;1399;22
947;2077;12
947;1334;3
947;1354;50
947;5906;83
332;1334;3
332;1334;0
332;3373;51
332;6870;11
332;1426;1
332;1336;0
332;6397;13
332;6435;0
332;1334;55
332;2030;41
332;5675;19
332;2030;37
332;1334;32
332;1426;5
332;3373;0
332;1426;4
963;1334;1
963;4339;120
963;4775;10
963;1354;18
963;1399;11
948;1334;2
948;1354;6
948;1399;0
948;1354;2
948;1354;4
948;1354;179
948;1399;21
948;1354;49
948;1399;0
948;1354;1
948;1399;17
948;1354;18
948;2077;3
948;1406;78
950;1426;4
950;1380;0
950;1399;31
950;1380;0
950;1399;85
950;1354;81
950;1399;336
950;1426;3
950;1426;0
950;1354;18
950;1399;3
965;1354;22
965;1426;0
965;1354;0
965;1426;0
965;1354;0
965;1399;0
965;1354;0
965;1334;0
965;1380;0
966;1354;7
966;1399;0
767;7545;14
767;7553;40
767;7555;189
971;1354;56
971;1354;29
971;1354;0
971;1399;1
971;1354;100
971;1399;0
974;4339;106
974;4775;6
974;1334;27
967;1399;31
967;1354;1
967;1399;13
967;1354;7
967;1399;68
967;1354;6
967;1399;13
967;1354;29
967;3401;13
967;1354;32
967;7201;9
967;1399;120
967;1354;10
967;1399;19
967;1354;1
967;1399;74
967;1354;36
967;1399;9
926;1336;4
926;4066;5
983;1331;9
983;3373;77
983;3373;2
982;1354;16
982;1354;51
982;1399;72
984;1334;52
984;3389;25
984;1334;0
985;1399;13
985;3368;3
985;3401;18
985;3368;1
985;1399;29
774;1354;5
774;1399;6
774;1354;9
774;1354;3
774;1354;2
774;1399;15
774;1354;0
774;1399;8
774;1354;1
774;1399;6
987;1332;16
987;1354;16
951;6438;12
951;6438;0
951;6433;35
991;1354;48
991;1354;69
991;1354;67
991;1354;20
996;1334;18
996;1354;60
996;1399;11
996;1354;0
996;1334;1
975;7568;19
975;7554;49
975;7568;0
975;7568;569
975;7568;2
975;7568;886
994;1354;4
994;1354;2608
999;1334;3
999;7568;117
999;7555;206
999;7568;8
999;7568;17
999;7554;60
999;7568;3
999;7553;175
999;7568;6
999;7555;3
999;7568;146
999;1334;0
1012;1354;24
1012;1399;31
1012;1354;40
1012;1399;20
1012;1354;4
1018;1334;10
1018;1354;126
978;1354;8
978;1354;12589
978;1354;0
978;1354;1
1025;5852;5
1025;3368;1
1025;3732;4
1024;1354;108
1024;1334;3
1024;1354;31
1024;1399;23
1024;1354;300
1024;1354;300
1029;1334;51
1029;1334;131
1029;1334;5
1029;1334;11
1029;6869;18
1029;2082;8
1029;6869;9
1029;1942;3
1029;6869;46
1029;6439;14
1029;1334;5
1029;7568;54
1029;7568;119
1029;7553;45
1029;7568;7
1029;7553;20
1029;7568;9
1029;7554;14
1029;4831;12
1029;2082;62
1029;8003;17
1029;1334;9
1029;7568;1
1029;7553;3
1029;7568;0
1029;1334;2
1035;7568;45
1035;1354;54
1035;1354;990
1035;7568;0
1025;3732;51
1025;6984;13
1025;1354;13
1025;1426;4
1025;1354;10
1041;1334;13
1041;1334;8
1041;1354;115
1017;1334;13
1017;1354;18
1042;1399;34
1042;1354;53
1042;1354;0
1043;1335;8
1043;3612;18
1043;1422;292
1043;4860;6
1043;1354;138
1043;1399;23
1043;3612;37
1050;1354;1
1050;1399;0
1050;1354;11
1050;1399;0
1050;1354;12
1050;1399;0
1050;1354;4
1050;1380;3
1050;1399;1
1053;5906;32
1053;1354;1
1057;1336;7
1057;3763;4
1066;1354;4
1066;1380;1
1066;1399;20
1066;1380;0
1089;1331;2
1089;1942;8
1090;1331;2
1090;1334;16
1058;1334;3
1058;1354;15
1081;7568;18
1081;1354;17
1081;1399;41
1081;1354;1251
1085;1354;3
1085;1354;1
1085;1399;37
1085;1354;27
1085;1354;16
1085;1354;41
1085;1399;54
1085;1354;24
1085;1354;18
1085;1399;36
1085;1354;11
1085;1399;24
1085;1354;9
1085;1399;17
1085;1354;64
1085;1399;2
1085;1354;92
1085;1399;5
1085;1354;66
1085;1399;40
1085;1354;63
1085;1354;21
1085;1354;7
1085;1399;10
1085;1354;1
1085;1399;24
1085;6063;7
1085;1354;117
1088;1354;24
1088;1426;5
1088;1354;3
1088;1426;9
1088;1354;8
1126;1334;44
1126;1333;9
1126;4831;278
1126;1354;0
1127;1334;26
1127;1354;75
1127;1399;52
1127;1354;0
1127;1334;1
1134;3732;27
1134;1380;31
1134;3639;102
1134;1380;0
1134;3732;10
938;1399;0
938;1399;8
938;1399;76
1136;1334;76
1136;1354;19
826;1334;3
826;1354;30
826;1399;5
826;1354;6
826;1399;13
1139;1354;5
1139;1354;23
1139;1354;10
1139;1354;17
1139;1354;9
1139;1399;8
1139;1354;4
1139;1399;6
1139;1354;9
1139;1399;6
1139;1354;0
1139;1399;2
1139;1354;24
1139;1354;44
1139;5906;5
1144;1354;74
1144;1354;90
1144;1354;82
1144;1354;66
758;1336;6
758;1390;31
1149;1399;8
1149;1354;0
1149;1354;2
1149;1399;5
1149;1354;0
1147;1354;162
1147;1426;0
1147;1354;90
1147;1399;96
1147;1399;21
1147;1426;1
1147;1354;24
1147;1426;2
1147;1354;49
1147;1399;28
1147;1354;8
1147;1426;17
1147;1354;99
1147;1399;14
1147;1354;78
1147;1399;10
1147;1354;22
324;6397;7
324;1422;24
1156;1334;4
1156;1354;41
353;1354;48
353;1354;0
353;1399;0
353;1399;0
1158;7555;40
1158;5826;21
1158;7785;40
1158;1332;35
1158;1332;45
1158;1332;23
1158;3408;58
1161;1334;16
1161;7568;8
1143;3400;1
1143;1354;11
1162;1334;9
1162;7568;12
1162;1426;15
1162;1354;0
1162;1399;4
1162;1354;0
1162;1426;0
1162;7568;2
1163;1334;48
1163;1473;52
1163;1354;52
1163;1354;0
1163;1334;35
1164;1334;18
1164;7568;7
1164;7568;25
1164;7545;4
1164;1422;32
1164;1334;22
1164;1422;29
1164;1333;5
1164;1384;13
1164;1336;24
1164;1422;139
1164;4860;5
1165;1331;0
1165;1331;4
1165;1422;3
1168;1334;2
1168;1473;6
1168;2082;17
1171;1332;7
1171;1422;10
1171;7325;20
1171;7201;27
1171;7402;5
1171;1331;5
1172;1399;89
1172;1354;19
1172;1354;29
1172;1354;14
307;1354;137
307;1399;8
307;1354;3
307;1399;20
307;1354;1
307;1399;3
307;2077;37
307;1942;4
307;1334;0
307;1354;2
307;1399;7
307;1354;1
307;1399;3
307;2077;45
307;1354;1
307;1399;14
1175;3408;24
1175;3400;10
1175;7785;16
1175;5827;19
1175;3647;3
1175;1354;13
1175;3612;2
1175;3727;6
1175;6069;8
1175;1473;12
1175;6069;3
1175;1473;11
1175;2030;25
1175;5906;7
1175;1336;0
1175;1334;3
1175;7568;21
1175;7555;51
1175;7563;25
1178;1354;20
1178;1399;5
1179;8016;15
1179;1354;113
1185;1354;32
1185;1399;33
1185;1354;14
1182;1354;65
1182;1399;99
1182;1399;180
1182;1354;25
1182;1399;22
1182;1354;18
1187;1334;0
1187;1354;2
1187;1354;7
1187;1399;14
1187;2077;6
1187;1406;16
1181;1334;4
1181;1331;0
1181;1332;36
1193;1334;3
1193;2077;1
1193;1406;13
1193;1406;20
1197;1334;6
1197;1335;5
1197;6063;16
1197;4245;9
1197;1343;1
1197;1334;11
1197;1354;5
1197;1354;3
1197;1399;57
1197;4831;14
1197;1334;18
1197;3374;1
1189;7201;50
1189;1334;2
1189;1335;8
1189;3612;1
1189;3727;27
1189;3612;0
1189;1335;4
1189;3374;0
1189;1334;8
1189;6869;19
1189;6870;42
1189;6870;26
1189;6870;7
1189;6870;28
1189;6870;7
1189;6870;0
1189;1399;0
1189;6869;0
1189;6870;27
1189;6870;44
1189;5906;30
1189;1399;247
1201;1334;12
1201;7568;6
1207;1399;139
1207;1380;20
1207;1399;56
1207;1380;77
1207;1399;15
1207;1380;13
1207;1399;28
1207;1380;25
1207;1354;30
1207;1399;9
1207;1354;4
1207;1399;24
1207;2077;19
1207;1406;162
1207;1366;25
1212;1354;20
1212;1399;133
1223;1334;16
1223;1354;22
1234;7054;25
1234;3731;13
1234;3374;1
1234;3374;6
1234;3731;2
1229;1399;17
1229;6063;1
1229;1399;47
1229;1354;29
1229;1399;18
1229;1354;24
1240;1399;21
1240;1354;12
1244;1354;31
1244;1354;0
1244;1354;5
1244;1354;3
1244;1354;11
1244;1354;24
1244;1354;13
1244;1399;40
1244;1354;23
1246;1334;2
1246;1354;59
1246;1399;7
1246;1354;11
1246;1399;13
1246;1354;2
1246;1354;8
1246;1399;15
1246;1354;7
1246;7598;41
1246;4340;208
1246;3639;24
1246;3639;14
1246;1335;3
1246;3612;4
1246;3732;233
1246;4340;103
1246;4776;32
1246;1354;5
1246;1380;6
1246;1399;46
1253;1354;25
1253;1334;12
1253;1354;44
1253;1354;0
1253;1354;0
1253;1334;6
1253;1331;0
1017;1399;17
1017;1354;7
1017;1399;9
1267;1354;25
1267;1334;0
1094;1331;3
1094;1334;16
1096;1331;2
1096;1942;4
1271;1354;28
1271;1426;16
1271;1354;40
1271;1399;4
1271;1354;1
1271;1426;9
1271;1354;46
1271;1426;18
1271;1354;4
1271;1334;0
1271;1331;0
1276;1399;74
1276;1354;17
1226;7568;105
1226;7568;757
1226;7568;270
1226;1354;164
1226;7568;814
1226;7553;99
1226;7553;25816
1226;7553;52529
1284;1354;95
1284;1354;33
1284;1354;18
1284;3390;52
1284;6871;13
1291;1399;2
1291;1399;5
1291;1354;12
1292;7568;17
1292;7545;17
1293;1399;9
1293;1354;33
1293;1399;12
1293;1354;97
1293;1399;11
1293;1354;18
1293;1399;10
1293;1354;96
1293;1399;9
1293;1354;10
1293;1399;23
1301;1334;18
1301;1354;19
1301;1399;13
1301;1354;32
1301;1399;1
1301;1354;17
1300;1354;21
1300;1473;34
1300;4245;4
1313;1334;8
1313;1354;10
1313;1399;26
1318;1334;18
1318;1354;22
1318;1354;2
1318;1354;6
1325;1334;2
1325;1354;7
1325;1399;96
1325;1354;0
1325;1354;9
1330;1334;31
1330;1354;23
1330;1399;13
1324;8016;7
1324;1334;707
324;4340;35
324;4776;8
324;1354;36
324;1380;5
324;1380;3
324;4066;5
324;4066;3
324;4066;1
324;4066;2
324;4066;16
324;1942;2
324;1334;4
324;1335;1
324;1354;1
324;1399;3
324;2077;26
324;1406;29
324;1942;5
324;1334;1
324;1380;2
324;1399;13
324;1942;6
324;1334;36
324;1380;0
324;1399;10
324;1426;9
324;1394;1
324;1426;14
324;1942;7
324;1334;178
324;6397;84
324;1334;16
324;6397;3
324;1336;8
324;1334;10
324;8016;16
324;1426;7
324;1334;4
324;8016;5
324;1334;81289
1338;1354;3
1338;1399;75
1338;3612;2
1170;1426;26
1170;1354;59
1170;1399;453
1346;1334;4
1346;1354;200
1353;1354;30
1353;1399;3
1353;1354;60
1357;1354;15
1357;1354;0
1359;1334;27
1359;1334;16
1359;1334;39
1359;6869;23
1359;6870;20
1359;6869;2
1359;6984;10
1359;6869;16
1359;6871;9
1359;1399;28
1359;6871;1
1359;6869;2
1359;1334;1
1354;1399;23
1354;6063;0
1354;6069;7
1362;1354;141
1362;1399;22
1324;1334;1
1324;1354;33
1324;1399;6
1324;1354;6
1324;1399;196
1324;1354;17
1324;1399;16
1324;1354;17
1324;1399;6
1324;1354;3
1324;1399;13
1324;1354;7
1324;1399;49
1324;1354;3
1324;1399;69
1324;1354;25
1324;1399;120
1367;1343;0
1367;1341;1
1367;1336;4
1367;1334;5
1367;1354;107
1367;1334;1
1367;1334;0
1367;1354;173
1367;1354;31
1367;2082;19
1367;5827;10
1367;1354;169
1367;1354;3
1367;1334;1
1367;1354;18
1367;1334;11
1367;1354;190
1367;1334;6
1367;1354;126
1367;1399;8
1367;1354;15
1367;5906;106
1369;1334;3
1369;1354;6
1369;1399;19
1369;1354;7
1369;1399;53
1369;1354;1
1369;1399;118
1369;1354;35
1373;1354;20
1373;1399;62
1373;1473;36
1373;1399;0
1373;1354;0
1331;3913;10
1331;1334;19
1331;3639;2
1331;4339;314
1377;8016;33
1377;1426;14
1377;1354;73
1377;1399;3
1377;1354;4
1377;1426;1
1377;1354;34
1377;1399;0
1377;1354;29
1379;1354;60
1379;1354;0
1380;1399;34
1380;1354;142
1380;1399;0
1380;1354;6
1380;1399;71
1375;1473;454
1375;1332;258
1394;1334;54
1394;1354;21
1394;1354;71
1394;1399;3
1394;1354;74
1394;1354;0
1350;1334;103
1350;1334;0
1350;1354;66
1350;1334;0
1350;1334;1
