1389698,38
323587,219
283005,156
184499,172
157711,391
143249,094
126783,023
119508,836
114580,148
107019,211
103890,445
92843,8203
92734,2656
89208,75
83472,6797
83333,9688
78954,1797
72648,4766
75155,7969
70288,6562
69253,3125
66647,0469
63474,4453
63430,7227
62488,9883
